Fx,Contract,Deployment,Authorized_Caller_Addresses,Authorized_Caller_Names
"batchSwap(uint8,(bytes32,uint256,uint256,uint256,bytes)[],address[],(address,bool,address,bool),int256[],uint256)",Vault,20210418-vault,"['0xC92E8bdf79f0507f65a392b0ab4667716BFE0110', '0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['undef', '20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"change_type_weight(int128,uint256)",GaugeController,20220325-gauge-controller,['0xE0a171587b1Cae546E069A943EDa96916F5EE977'],['undef']
denylistAddress(address),SmartWalletChecker,20220420-smart-wallet-checker,"['0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f', '0x3bAbEBfD684506A5B47701ee231A53427Ad413Ef']","['undef', 'undef']"
denylistAddress(address),SmartWalletChecker,20220420-smart-wallet-checker,"['0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f', '0x3bAbEBfD684506A5B47701ee231A53427Ad413Ef']","['undef', 'undef']"
"exitPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"exitPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"exitPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"exitPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"exitPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"exitPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"flashLoan(address,address[],uint256[],bytes)",Vault,20210418-vault,['0x763e86606cD593A2ac9cFa517120502Af65bA351'],['undef']
"joinPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"joinPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"joinPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"joinPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"joinPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"joinPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
killGauge(),ChildChainGauge,20230316-child-chain-gauge-factory-v2,"['0xE0a171587b1Cae546E069A943EDa96916F5EE977', '0x3b1836C09fdAe0A7C2848F99B2584aEBD6A36876']","['undef', 'undef']"
killGauge(),ChildChainGauge,20230316-child-chain-gauge-factory-v2,"['0xE0a171587b1Cae546E069A943EDa96916F5EE977', '0x3b1836C09fdAe0A7C2848F99B2584aEBD6A36876']","['undef', 'undef']"
killGauge(),LiquidityGaugeV5,20220325-mainnet-gauge-factory,"['0xE0a171587b1Cae546E069A943EDa96916F5EE977', '0x3b1836C09fdAe0A7C2848F99B2584aEBD6A36876']","['undef', 'undef']"
killGauge(),LiquidityGaugeV5,20220325-mainnet-gauge-factory,"['0xE0a171587b1Cae546E069A943EDa96916F5EE977', '0x3b1836C09fdAe0A7C2848F99B2584aEBD6A36876']","['undef', 'undef']"
killGauge(),LiquidityGaugeV5,20220822-mainnet-gauge-factory-v2,"['0xE0a171587b1Cae546E069A943EDa96916F5EE977', '0x3b1836C09fdAe0A7C2848F99B2584aEBD6A36876']","['undef', 'undef']"
killGauge(),LiquidityGaugeV5,20220822-mainnet-gauge-factory-v2,"['0xE0a171587b1Cae546E069A943EDa96916F5EE977', '0x3b1836C09fdAe0A7C2848F99B2584aEBD6A36876']","['undef', 'undef']"
killGauge(),SingleRecipientGauge,20230215-single-recipient-gauge-factory-v2,"['0xE0a171587b1Cae546E069A943EDa96916F5EE977', '0x3b1836C09fdAe0A7C2848F99B2584aEBD6A36876']","['undef', 'undef']"
killGauge(),SingleRecipientGauge,20230215-single-recipient-gauge-factory-v2,"['0xE0a171587b1Cae546E069A943EDa96916F5EE977', '0x3b1836C09fdAe0A7C2848F99B2584aEBD6A36876']","['undef', 'undef']"
"manageUserBalance((uint8,address,uint256,address,address)[])",Vault,20210418-vault,"['0xC92E8bdf79f0507f65a392b0ab4667716BFE0110', '0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9']","['undef', '20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer']"
"manageUserBalance((uint8,address,uint256,address,address)[])",Vault,20210418-vault,"['0xC92E8bdf79f0507f65a392b0ab4667716BFE0110', '0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9']","['undef', '20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer']"
"manageUserBalance((uint8,address,uint256,address,address)[])",Vault,20210418-vault,"['0xC92E8bdf79f0507f65a392b0ab4667716BFE0110', '0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9']","['undef', '20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer']"
"manageUserBalance((uint8,address,uint256,address,address)[])",Vault,20210418-vault,"['0xC92E8bdf79f0507f65a392b0ab4667716BFE0110', '0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9']","['undef', '20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer']"
"manageUserBalance((uint8,address,uint256,address,address)[])",Vault,20210418-vault,"['0xC92E8bdf79f0507f65a392b0ab4667716BFE0110', '0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9']","['undef', '20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer']"
"manageUserBalance((uint8,address,uint256,address,address)[])",Vault,20210418-vault,"['0xC92E8bdf79f0507f65a392b0ab4667716BFE0110', '0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9']","['undef', '20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer']"
"mint(address,uint256)",BalancerTokenAdmin,20220325-balancer-token-admin,['0xdf0399539A72E2689B8B2DD53C3C2A0883879fDd'],['20220325-gauge-controller/BalancerMinter']
"setRelayerApproval(address,address,bool)",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"setRelayerApproval(address,address,bool)",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"setRelayerApproval(address,address,bool)",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"setRelayerApproval(address,address,bool)",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"setRelayerApproval(address,address,bool)",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"setRelayerApproval(address,address,bool)",Vault,20210418-vault,"['0x7b9B6f094DC2Bd1c12024b0D9CC63d6993Be1888', '0x4B1635c7D3D1FC353298f92083e82dF69e1E9158', '0x2Fb8aD26faDC971464A17407e9213D1A22befc8a', '0x00e695aA8000df01B8DC8401B4C34Fba5D56BBb2', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x763e86606cD593A2ac9cFa517120502Af65bA351']","['20220720-batch-relayer-v3/BalancerRelayer', 'undef', 'undef', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', 'undef']"
"set_reward_distributor(address,address)",ChildChainGauge,20230316-child-chain-gauge-factory-v2,['0xE0a171587b1Cae546E069A943EDa96916F5EE977'],['undef']
"set_reward_distributor(address,address)",ChildChainStreamer,20220413-child-chain-gauge-factory,['0xE0a171587b1Cae546E069A943EDa96916F5EE977'],['undef']
"set_reward_distributor(address,address)",LiquidityGaugeV5,20220325-mainnet-gauge-factory,['0xE0a171587b1Cae546E069A943EDa96916F5EE977'],['undef']
"set_reward_distributor(address,address)",LiquidityGaugeV5,20220822-mainnet-gauge-factory-v2,['0xE0a171587b1Cae546E069A943EDa96916F5EE977'],['undef']
