Fx,Contract,Deployment,Authorized_Caller_Addresses,Authorized_Caller_Names
"setMaxSurgeFeePercentage(address,uint256)",StableSurgeHook,20250403-v3-stable-surge-hook-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"setProtocolSwapFeePercentage(address,uint256)",ProtocolFeeController,20241204-v3-vault,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"setProtocolSwapFeePercentage(address,uint256)",ProtocolFeeController,20250214-v3-protocol-fee-controller-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"setProtocolYieldFeePercentage(address,uint256)",ProtocolFeeController,20241204-v3-vault,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"setProtocolYieldFeePercentage(address,uint256)",ProtocolFeeController,20250214-v3-protocol-fee-controller-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"setStaticSwapFeePercentage(address,uint256)",VaultAdmin,20241204-v3-vault,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"setSurgeThresholdPercentage(address,uint256)",StableSurgeHook,20250403-v3-stable-surge-hook-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"startAmplificationParameterUpdate(uint256,uint256)",StablePool,20250324-v3-stable-pool-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"startPriceRatioUpdate(uint256,uint256,uint256)",ReClammPool,20250702-v3-reclamm-pool-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
stopAmplificationParameterUpdate(),StablePool,20250324-v3-stable-pool-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
stopPriceRatioUpdate(),ReClammPool,20250702-v3-reclamm-pool-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
unpausePool(address),VaultAdmin,20241204-v3-vault,['0x44613a28347206F5E26C1B8Db7Dc73f450219746'],['multisigs/emergency']
unpauseVault(),VaultAdmin,20241204-v3-vault,['0x44613a28347206F5E26C1B8Db7Dc73f450219746'],['multisigs/emergency']
unpauseVaultBuffers(),VaultAdmin,20241204-v3-vault,['0x44613a28347206F5E26C1B8Db7Dc73f450219746'],['multisigs/emergency']
"withdrawProtocolFees(address,address)",ProtocolFeeController,20241204-v3-vault,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"withdrawProtocolFees(address,address)",ProtocolFeeController,20250214-v3-protocol-fee-controller-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"withdrawProtocolFeesForToken(address,address,address)",ProtocolFeeController,20241204-v3-vault,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
"withdrawProtocolFeesForToken(address,address,address)",ProtocolFeeController,20250214-v3-protocol-fee-controller-v2,['0x9ff471F9f98F42E5151C7855fD1b5aa906b1AF7e'],['multisigs/maxi_omni']
