Fx,Contract,Deployment,Authorized_Caller_Addresses,Authorized_Caller_Names
disable(),AaveLinearPoolFactory,20230410-aave-linear-pool-v5,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),ComposableStablePoolFactory,20220906-composable-stable-pool,"['0xFB2ac3989B6AD0e043a8958004484d6BAAb2c6Ab', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['multisigs/blabs_ops', 'multisigs/emergency']"
disable(),ComposableStablePoolFactory,20221122-composable-stable-pool-v2,"['0xFB2ac3989B6AD0e043a8958004484d6BAAb2c6Ab', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['multisigs/blabs_ops', 'multisigs/emergency']"
disable(),ComposableStablePoolFactory,20230206-composable-stable-pool-v3,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x043f9687842771b3dF8852c1E9801DCAeED3f6bc']","['multisigs/emergency', 'multisigs/dao']"
disable(),ComposableStablePoolFactory,20230320-composable-stable-pool-v4,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),ComposableStablePoolFactory,20230711-composable-stable-pool-v5,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x09Df1626110803C7b3b07085Ef1E053494155089']","['multisigs/emergency', 'multisigs/maxi_beets_lm']"
disable(),ComposableStablePoolFactory,20240223-composable-stable-pool-v6,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),ERC4626LinearPoolFactory,20230206-erc4626-linear-pool-v3,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x043f9687842771b3dF8852c1E9801DCAeED3f6bc']","['multisigs/emergency', 'multisigs/dao']"
disable(),ERC4626LinearPoolFactory,20230409-erc4626-linear-pool-v4,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),Gyro2CLPPoolFactory,20250120-v3-gyro-2clp,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),GyroECLPPoolFactory,20250124-v3-gyro-eclp,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),LBPoolFactory,20250307-v3-liquidity-bootstrapping-pool,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),ManagedPoolFactory,20221021-managed-pool,"['0xFB2ac3989B6AD0e043a8958004484d6BAAb2c6Ab', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x043f9687842771b3dF8852c1E9801DCAeED3f6bc']","['multisigs/blabs_ops', 'multisigs/emergency', 'multisigs/dao']"
disable(),ManagedPoolFactory,20230411-managed-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),NoProtocolFeeLiquidityBootstrappingPoolFactory,20211202-no-protocol-fee-lbp,"['0xFB2ac3989B6AD0e043a8958004484d6BAAb2c6Ab', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['multisigs/blabs_ops', 'multisigs/emergency']"
disable(),ReClammPoolFactory,20250409-v3-reclamm-pool,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),StablePoolFactory,20250324-v3-stable-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),StableSurgePoolFactory,20250404-v3-stable-surge-pool-factory-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),WeightedPoolFactory,20220908-weighted-pool-v2,"['0xFB2ac3989B6AD0e043a8958004484d6BAAb2c6Ab', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['multisigs/blabs_ops', 'multisigs/emergency']"
disable(),WeightedPoolFactory,20230206-weighted-pool-v3,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x043f9687842771b3dF8852c1E9801DCAeED3f6bc']","['multisigs/emergency', 'multisigs/dao']"
disable(),WeightedPoolFactory,20230320-weighted-pool-v4,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),WeightedPoolFactory,20241205-v3-weighted-pool,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disable(),YearnLinearPoolFactory,20230213-yearn-linear-pool,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x043f9687842771b3dF8852c1E9801DCAeED3f6bc']","['multisigs/emergency', 'multisigs/dao']"
disable(),YearnLinearPoolFactory,20230409-yearn-linear-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableMevTax(),MevCaptureHook,20250212-v3-mev-capture-hook,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
disableQuery(),VaultAdmin,20241204-v3-vault,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableQueryPermanently(),VaultAdmin,20241204-v3-vault,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(),ComposableStablePool,20220906-composable-stable-pool,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(),ComposableStablePool,20221122-composable-stable-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(),ComposableStablePool,20230206-composable-stable-pool-v3,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(),ComposableStablePool,20230320-composable-stable-pool-v4,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(),ComposableStablePool,20230711-composable-stable-pool-v5,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(),ComposableStablePool,20240223-composable-stable-pool-v6,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(),WeightedPool,20230206-weighted-pool-v3,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(),WeightedPool,20230320-weighted-pool-v4,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
disableRecoveryMode(address),VaultAdmin,20241204-v3-vault,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
enableMevTax(),MevCaptureHook,20250212-v3-mev-capture-hook,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
enableQuery(),VaultAdmin,20241204-v3-vault,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
enableRecoveryMode(),AaveLinearPool,20220817-aave-rebalanced-linear-pool,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
enableRecoveryMode(),AaveLinearPool,20221207-aave-rebalanced-linear-pool-v3,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
enableRecoveryMode(),AaveLinearPool,20230206-aave-rebalanced-linear-pool-v4,['0x043f9687842771b3dF8852c1E9801DCAeED3f6bc'],['multisigs/dao']
enableRecoveryMode(),AaveLinearPool,20230410-aave-linear-pool-v5,"['0x26743984e3357eFC59f2fd6C1aFDC310335a61c9', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['20221123-pool-recovery-helper/PoolRecoveryHelper', 'multisigs/emergency']"
enableRecoveryMode(),ComposableStablePool,20220906-composable-stable-pool,"['0x26743984e3357eFC59f2fd6C1aFDC310335a61c9', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['20221123-pool-recovery-helper/PoolRecoveryHelper', 'multisigs/emergency']"
enableRecoveryMode(),ComposableStablePool,20221122-composable-stable-pool-v2,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x26743984e3357eFC59f2fd6C1aFDC310335a61c9']","['multisigs/emergency', '20221123-pool-recovery-helper/PoolRecoveryHelper']"
enableRecoveryMode(),ComposableStablePool,20230206-composable-stable-pool-v3,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x26743984e3357eFC59f2fd6C1aFDC310335a61c9']","['multisigs/emergency', '20221123-pool-recovery-helper/PoolRecoveryHelper']"
enableRecoveryMode(),ComposableStablePool,20230320-composable-stable-pool-v4,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x26743984e3357eFC59f2fd6C1aFDC310335a61c9']","['multisigs/emergency', '20221123-pool-recovery-helper/PoolRecoveryHelper']"
enableRecoveryMode(),ComposableStablePool,20230711-composable-stable-pool-v5,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x26743984e3357eFC59f2fd6C1aFDC310335a61c9']","['multisigs/emergency', '20221123-pool-recovery-helper/PoolRecoveryHelper']"
enableRecoveryMode(),ComposableStablePool,20240223-composable-stable-pool-v6,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x26743984e3357eFC59f2fd6C1aFDC310335a61c9']","['multisigs/emergency', '20221123-pool-recovery-helper/PoolRecoveryHelper']"
enableRecoveryMode(),ERC4626LinearPool,20230206-erc4626-linear-pool-v3,['0x043f9687842771b3dF8852c1E9801DCAeED3f6bc'],['multisigs/dao']
enableRecoveryMode(),ERC4626LinearPool,20230409-erc4626-linear-pool-v4,"['0x26743984e3357eFC59f2fd6C1aFDC310335a61c9', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['20221123-pool-recovery-helper/PoolRecoveryHelper', 'multisigs/emergency']"
enableRecoveryMode(),ManagedPool,20230411-managed-pool-v2,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x26743984e3357eFC59f2fd6C1aFDC310335a61c9']","['multisigs/emergency', '20221123-pool-recovery-helper/PoolRecoveryHelper']"
enableRecoveryMode(),StablePool,20220609-stable-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
enableRecoveryMode(),WeightedPool,20220908-weighted-pool-v2,"['0x26743984e3357eFC59f2fd6C1aFDC310335a61c9', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['20221123-pool-recovery-helper/PoolRecoveryHelper', 'multisigs/emergency']"
enableRecoveryMode(),WeightedPool,20230206-weighted-pool-v3,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x26743984e3357eFC59f2fd6C1aFDC310335a61c9']","['multisigs/emergency', '20221123-pool-recovery-helper/PoolRecoveryHelper']"
enableRecoveryMode(),WeightedPool,20230320-weighted-pool-v4,"['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B', '0x26743984e3357eFC59f2fd6C1aFDC310335a61c9']","['multisigs/emergency', '20221123-pool-recovery-helper/PoolRecoveryHelper']"
enableRecoveryMode(),YearnLinearPool,20230213-yearn-linear-pool,['0x043f9687842771b3dF8852c1E9801DCAeED3f6bc'],['multisigs/dao']
enableRecoveryMode(),YearnLinearPool,20230409-yearn-linear-pool-v2,"['0x26743984e3357eFC59f2fd6C1aFDC310335a61c9', '0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B']","['20221123-pool-recovery-helper/PoolRecoveryHelper', 'multisigs/emergency']"
enableRecoveryMode(address),VaultAdmin,20241204-v3-vault,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
"exitPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x195CcCBE464EF9073d1f7A1ba1C9Bf0f56dfFFff', '0x1a58897Ab366082028ced3740900ecBD765Af738', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x015ACA20a1422F3c729086c17f15F10e0CfbC75A']","['20220720-batch-relayer-v3/BalancerRelayer', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', '20231031-batch-relayer-v6/BalancerRelayer']"
"joinPool(bytes32,address,address,(address[],uint256[],bytes,bool))",Vault,20210418-vault,"['0x195CcCBE464EF9073d1f7A1ba1C9Bf0f56dfFFff', '0x1a58897Ab366082028ced3740900ecBD765Af738', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x015ACA20a1422F3c729086c17f15F10e0CfbC75A']","['20220720-batch-relayer-v3/BalancerRelayer', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', '20231031-batch-relayer-v6/BalancerRelayer']"
"manageUserBalance((uint8,address,uint256,address,address)[])",Vault,20210418-vault,"['0x195CcCBE464EF9073d1f7A1ba1C9Bf0f56dfFFff', '0x1a58897Ab366082028ced3740900ecBD765Af738', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x015ACA20a1422F3c729086c17f15F10e0CfbC75A']","['20220720-batch-relayer-v3/BalancerRelayer', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', '20231031-batch-relayer-v6/BalancerRelayer']"
notify_reward_amount(address),ChildChainStreamer,20220413-child-chain-gauge-factory,['0xFB2ac3989B6AD0e043a8958004484d6BAAb2c6Ab'],['multisigs/blabs_ops']
pause(),AaveLinearPool,20220817-aave-rebalanced-linear-pool,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),AaveLinearPool,20230410-aave-linear-pool-v5,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),ComposableStablePool,20220906-composable-stable-pool,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),ComposableStablePool,20221122-composable-stable-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),ComposableStablePool,20230206-composable-stable-pool-v3,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),ComposableStablePool,20230320-composable-stable-pool-v4,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),ComposableStablePool,20230711-composable-stable-pool-v5,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),ComposableStablePool,20240223-composable-stable-pool-v6,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),ERC4626LinearPool,20230409-erc4626-linear-pool-v4,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),ManagedPool,20230411-managed-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),WeightedPool,20220908-weighted-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),WeightedPool,20230206-weighted-pool-v3,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),WeightedPool,20230320-weighted-pool-v4,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pause(),YearnLinearPool,20230409-yearn-linear-pool-v2,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pausePool(address),VaultAdmin,20241204-v3-vault,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pauseVault(),VaultAdmin,20241204-v3-vault,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
pauseVaultBuffers(),VaultAdmin,20241204-v3-vault,['0xd4c87b33afcE39F1E3F4aF1ce8fFFF7241d9128B'],['multisigs/emergency']
"registerBalancerContract(uint8,string,address)",BalancerContractRegistry,20250117-v3-contract-registry,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"registerProtocolId(uint256,string)",ProtocolIdRegistry,20230223-protocol-id-registry,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
removeMevTaxExemptSenders(address[]),MevCaptureHook,20250212-v3-mev-capture-hook,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
removePoolFactory(address),PoolRecoveryHelper,20221123-pool-recovery-helper,['0xFB2ac3989B6AD0e043a8958004484d6BAAb2c6Ab'],['multisigs/blabs_ops']
"renameProtocolId(uint256,string)",ProtocolIdRegistry,20230223-protocol-id-registry,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setCenterednessMargin(uint256),ReClammPool,20250409-v3-reclamm-pool,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setDailyPriceShiftExponent(uint256),ReClammPool,20250409-v3-reclamm-pool,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setDefaultMevTaxMultiplier(uint256),MevCaptureHook,20250212-v3-mev-capture-hook,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setDefaultMevTaxThreshold(uint256),MevCaptureHook,20250212-v3-mev-capture-hook,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setFeeTypePercentage(uint256,uint256)",ProtocolFeePercentagesProvider,20220725-protocol-fee-percentages-provider,['0x043f9687842771b3dF8852c1E9801DCAeED3f6bc'],['multisigs/dao']
setFlashLoanFeePercentage(uint256),ProtocolFeesCollector,20210418-vault,['0xacAaC3e6D6Df918Bf3c809DFC7d42de0e4a72d4C'],['20220725-protocol-fee-percentages-provider/ProtocolFeePercentagesProvider']
setGlobalProtocolSwapFeePercentage(uint256),ProtocolFeeController,20241204-v3-vault,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setGlobalProtocolSwapFeePercentage(uint256),ProtocolFeeController,20250214-v3-protocol-fee-controller-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setGlobalProtocolYieldFeePercentage(uint256),ProtocolFeeController,20241204-v3-vault,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setGlobalProtocolYieldFeePercentage(uint256),ProtocolFeeController,20250214-v3-protocol-fee-controller-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setMaxMevSwapFeePercentage(uint256),MevCaptureHook,20250212-v3-mev-capture-hook,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setMaxSurgeFeePercentage(address,uint256)",StableSurgeHook,20250403-v3-stable-surge-hook-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setPoolMevTaxMultiplier(address,uint256)",MevCaptureHook,20250212-v3-mev-capture-hook,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setPoolMevTaxThreshold(address,uint256)",MevCaptureHook,20250212-v3-mev-capture-hook,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setProtocolFeeController(address),VaultAdmin,20241204-v3-vault,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setProtocolSwapFeePercentage(address,uint256)",ProtocolFeeController,20241204-v3-vault,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setProtocolSwapFeePercentage(address,uint256)",ProtocolFeeController,20250214-v3-protocol-fee-controller-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setProtocolYieldFeePercentage(address,uint256)",ProtocolFeeController,20241204-v3-vault,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setProtocolYieldFeePercentage(address,uint256)",ProtocolFeeController,20250214-v3-protocol-fee-controller-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setRelayerApproval(address,address,bool)",Vault,20210418-vault,"['0x195CcCBE464EF9073d1f7A1ba1C9Bf0f56dfFFff', '0x1a58897Ab366082028ced3740900ecBD765Af738', '0x03F1ab8b19bcE21EB06C364aEc9e40322572a1e9', '0x015ACA20a1422F3c729086c17f15F10e0CfbC75A']","['20220720-batch-relayer-v3/BalancerRelayer', '20220916-batch-relayer-v4/BalancerRelayer', '20230314-batch-relayer-v5/BalancerRelayer', '20231031-batch-relayer-v6/BalancerRelayer']"
"setStaticSwapFeePercentage(address,uint256)",VaultAdmin,20241204-v3-vault,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
"setSurgeThresholdPercentage(address,uint256)",StableSurgeHook,20250403-v3-stable-surge-hook-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),AaveLinearPool,20220817-aave-rebalanced-linear-pool,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),AaveLinearPool,20230206-aave-rebalanced-linear-pool-v4,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),AaveLinearPool,20230410-aave-linear-pool-v5,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ComposableStablePool,20220906-composable-stable-pool,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ComposableStablePool,20221122-composable-stable-pool-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ComposableStablePool,20230206-composable-stable-pool-v3,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ComposableStablePool,20230320-composable-stable-pool-v4,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ComposableStablePool,20230711-composable-stable-pool-v5,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ComposableStablePool,20240223-composable-stable-pool-v6,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ERC4626LinearPool,20230206-erc4626-linear-pool-v3,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ERC4626LinearPool,20230409-erc4626-linear-pool-v4,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),ProtocolFeesCollector,20210418-vault,['0xacAaC3e6D6Df918Bf3c809DFC7d42de0e4a72d4C'],['20220725-protocol-fee-percentages-provider/ProtocolFeePercentagesProvider']
setSwapFeePercentage(uint256),StablePool,20220609-stable-pool-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),WeightedPool,20220908-weighted-pool-v2,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),WeightedPool,20230206-weighted-pool-v3,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),WeightedPool,20230320-weighted-pool-v4,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
setSwapFeePercentage(uint256),YearnLinearPool,20230213-yearn-linear-pool,['0x09Df1626110803C7b3b07085Ef1E053494155089'],['multisigs/maxi_beets_lm']
